,id,label,tweet,degree of profanity
5053,5054,1,  you can go ahead amp change your profile pic hepburn was an ambassador to unicef amp your ignorance would have ,0.0
5067,5068,1,  truth from   about  malevote ,0.0
5079,5080,1,these conservative  white boys yea calling you punks boy like you diddo us like   etc annoy me,0.05
5086,5087,1,  in the workplace amp family responsibilities add to pressure as they face unequal pay amp lack of suppo  ,0.0
5088,5089,1, stop perpetuating false racism and leftist subversive politically correct propaganda america is not racist w ,0.12
5091,5092,1, trump lackey carl palladino is th get of a mating betwn a pig amp a hyena amp  iq of a slug apologies to all pigs hye ,0.0
5102,5103,1, you dont think w will share guarani aquifer water w those who humiliated little brother  ,0.0
5105,5106,1, says hes ashamed of things hes done but continues to make shameful remarks to women hypocrite ,0.0
5116,5117,1, peruvian women nds adult game,0.17
5124,5125,1, your comments are reflections of ignorance and    ,0.0
5128,5129,1,i think his the worst in everything  his hatred towards our country was too much  bluelivesmatter ,0.0
5151,5152,1,keep in mind  is totally not  but all whites are dumb ,0.14
5164,5165,1,greek girls having ana sex  black girl porn ,0.4
5169,5170,1,allahsoil we the people originally meant we the white landholding males       ,0.0
5171,5172,1,manipur ndtv timenow samachar zeenews dordarshan  genocide  what would be the reaction of the ,0.0
5197,5198,1,this is beyond upsetting i was one of her biggest fans  whitepeople  hawaii jlaw disrespect,0.0
5200,5201,1, ik right some other racist  makes a meme ampthey swear its proof what happened to fakenews fakenewsmedia   ,0.05
5240,5241,1,if reginald mcfadden had face to face interviews about being returningcitizens then commutations would be possible ,0.0
5246,5247,1,kevin macdonald  ethnocentrism is normal and rational     race ethnocentrism  altright pegida,0.0
5259,5260,1, reading 4 the next american revolution  race  intersectionality language politics education ,0.07
5314,5315,1,jc penney employee holds customer in headlock   wow and they havent responded corporatebs  boycottjcpenney,0.0
5331,5332,1,peace out fucku2016 2017 wont be better unless we loudly fight corruption   xenophobia islamophobia homophobia resist,0.11
5342,5343,1,trump ally made  remarks towards obamas  dec 24  952 am et  ,0.0
5356,5357,1,i dont even know what isisnt  anymore ,0.0
5386,5387,1,  have the balls to  it and expose me as a racist ,0.13
5392,5393,1,   typical lying leftist thats slander of a grp  christians dont kill 4 christianity,0.06
5424,5425,1,paul beloy  is still an issue at varying levels in belgian football    by adamitv via ,0.0
5431,5432,1, its official hate breeds hate   prejudice parenting ,0.0
5436,5437,1, that whole russia trump tiesto  whiteamerica too stupidto realise that a young progressive countryis gop communism,0.0
5439,5440,1,   tragic 4 white americans that  prompts so many 2 vote 4 candidates who will slash their ow,0.0
5443,5444,1,how will society overcome   is it possible to end racism it happens one person at a time spirituality ,0.0
5445,5446,1,  in atlanta the  mayor amp police force allow s to rule the city block roads amp freeways wo action,0.0
5449,5450,1, you might be a libtard if libtard  sjw liberal politics ,0.08
5492,5493,1, allahsoil we should not conflate islamic extremism with terrorism     emiratis 2016in4word,0.0
5494,5495,1, the latest the knitting clio daily  thanks to    twitte,0.0
5500,5501,1, allahsoil lehman brothers went bellyup in september 2008   2016in4words  islam ,0.0
5510,5511,1, trump campaign official wants michelle obama to be let loose to live with african apes  notmypresident ,0.05
5527,5528,1,i have been open about hvg fibromyalgia amp being a survivor of years childrape more than one rapist  is still my chief complaint,0.04
5567,5568,1,  only ass hole is u in your head big hole no brain hea love truth kindness peace compass,0.15
5582,5583,1,i despise  in that hatred of racism it causes me and many other black people in ,0.06
5593,5594,1,are  black amp feel like the  are stomping on you listen  retweet tampa miami ,0.06
5621,5622,1,suspected henrico vandals mother my son isnt racist  ,0.1
5637,5638,1,mean cruel  talkradio hosts like  make it impossible 4 person of color like me 2 feel american,0.11
5642,5643,1,  cant wait to see u amp your admin hang for treason trump makeamericagreatagain  ,0.0
5644,5645,1, what is your problem ,0.0
5669,5670,1,everyday life for a white south african ,0.12
5682,5683,1,  at work attorneys for white officer who shot philandocastile remove black judge from presiding over trial ht,0.05
5685,5686,1,trumps odd nye tweet to enemies  trump the odd man out economy hype self serving fool idiot ,0.05
5699,5700,1,thought factory bbc neutrality on right wing fascism  politics media blm brexit trump leadership gt4 ,0.0
5736,5737,1, so deep    need2know if clintons r eating brown bread drinkdark milk ,0.0
5784,5785,1,are you black amp feel like the  are stomping  you listen  retweet tampa miami ,0.06
5816,5817,1, evolutions got a serious public relations problem even among the welleducated we need to destigmatize the fact ,0.0
5823,5824,1,freaking nasty rotten people whiteslavers monsters release domnica now  whiteslavery venezuela you are going to pay let her free,0.05
5830,5831,1,are you hispanic  feel like the  are stomping on you listen  retweet boricua ,0.0
5843,5844,1,  if ur employees r going to say merry christmas to white people please teach them to say it to the brown people too,0.0
5845,5846,1, you might be a libtard if libtard  sjw liberal politics ,0.08
5850,5851,1,    own team up with new mc  amp show what phillysuppophilly amp combat  ,0.0
5851,5852,1,but  im also correct whom our enemies are and whom to ally with to rid ourselves of  and join together in what we have in common,0.0
5854,5855,1, the white establishment cant have blk folx running around loving themselves and promoting our greatness  ,0.0
5888,5889,1,indianapolis colts black cheerleader hugs boy who used  slur so much class ,0.07
5903,5904,1,  sea shepherd suppoers are racist   antiracism seashepherd,0.09
5916,5917,1,rupemurdochs    empire is growing many people are employed by him and whoever pays the bills is the master,0.0
5919,5920,1, you might be a libtard if libtard  sjw liberal politics ,0.08
5927,5928,1, from emojis to the inexistence reverse   via  ,0.0
5941,5942,1,this woman needs to be arrested and prosecuted for encouraging rape of another race depoation  ,0.06
5950,5951,1,how is it that a man comes in last in a race but he is declared a winner putinschoice putinspuppet retweet ,0.0
5954,5955,1,  french try to stone amp kill indians in quebec  criminal      ,0.11
5958,5959,1,holiday fun socially relevant podcast celebrates 70 bewitched xmas ep   ,0.0
5966,5967,1,nazi swastika ebay trump donaldtrump republicwhitepower  ,0.25
5971,5972,1,this idiot makes my blood boil  pig liar ,0.1
5977,5978,1,please just stop ,0.0
6006,6007,1,why is it forbidden to write 2 blacks on a restaurant bill but ok to wear a t shi saying kill all whites dzange capetown ,0.12
6015,6016,1,moviemad indians challenged to rewrite sexist bollywood songs movie indians challenged rewrite  ,0.0
6021,6022,1, in trumpsamerica  feeling empowerd  fowoh  mother after arrest  via ,0.0
6043,6044,1,caturday if you truly stand for equality then none of these can be acceptable   ,0.0
6045,6046,1,the countdown till these assholes are gone  obama and moron creepy uncle joe bye bye  scum ,0.16
6048,6049,1, thanks to all those  dead white dudes from europe  aint a nigga in da list blm rapechucktodd ,0.1
6058,6059,1,like to know why you cant buy pot at the local drug store  marijuana unleashed at ibooks  ,0.15
6064,6065,1, man sees me wearing manchester united hoodie are you a fan  me yes  man are you sure do you even know one player,0.0
6067,6068,1,no liberal believes that we are the pay of inclusivity who believes in equality for all anywhere you are a tra ,0.05
6074,6075,1, never be content to sit back and watch as others rights are trampled upon your rights could be next iqg  ,0.0
6102,6103,1,will the altright promote a new kind of  genetics  mt   ,0.0
6103,6104,1,people arent protesting trump because a republican wonthey do so because trump has fuhered  amp ,0.06
6110,6111,1, allahsoil the cold war was also fought over oil   teambts teamsuperjunior ,0.0
6164,6165,1,bluelivesmatter  woke manspreading is okay   ifyourenotwhiteyourenotracist,0.0
6167,6168,1,  sea shepherd suppoers are racist  seashepherd    antiracism,0.08
6169,6170,1,a look at the repug gop pay bigots   at ,0.0
6180,6181,1, all womens facility or program  cool  empowering  all mens facility or program  gay or misogynistic  doublestan,0.05
6193,6194,1,damn shes bold kentucky jcpenny mexicans bitchesbelike   ,0.1
6207,6208,1,so when is your next klan meeting my wife isnt white amp im proud of her amp our love we are each others gift from ,0.04
6217,6218,1,cleveland police union overwhelmingly endorses trump for president  cleveland ohio 75 of cops are white ltlt,0.0
6224,6225,1, this sums up why i voted for brexit not  or littleenglander syndrome but sovereignty and democracy   ,0.0
6240,6241,1,mustread education against  amp stereotypes       ,0.0
6246,6247,1, bigot carl paladino  ally wishes obama dead of mad cow disease in 17  trumpproofamerica,0.18
6261,6262,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
6305,6306,1, tell that jeffery beauregard  to quit foolin around and come pick up his hood amp sheets for saturda ,0.0
6323,6324,1,wahhhh  white ppl arent allowed to do this     fuck you rich we dont care  ,0.05
6332,6333,1, please dont forget to use the word  that is what binds these men we can never ignore or excuse that ,0.0
6336,6337,1,makes me sick that 4 ovr 25 yrs idolized george bailey but 2016 uspoli choose potter  greed  lies misogyny  learned 0  fail,0.08
6353,6354,1,dont let the bigot skate on his true record of  ,0.0
6379,6380,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm 8 ,0.0
6389,6390,1,when the waiter asks  if he wants to eat the plate aswell ,0.0
6392,6393,1,  climatechange denial fascism antiegalitarianism narcissism trump ,0.0
6402,6403,1,atk porn pics  representations of women in mens alcohol ads ,0.08
6447,6448,1, 3 miami officers fired over target practice jokes policebrutality  newswithed ,0.0
6486,6487,1, did you vote for this  animal trumps america no fat chicks  ,0.07
6500,6501,1,check out this flyer for trump yay titties question do we have to bring my own pussy to grab or will pussy be ,0.12
6518,6519,1,  while  can use phrases like sandniggers is acceptable 2 ya hm u is ,0.0
6537,6538,1,i know uskkk gb msm media amp  whos less racist than  crazybengiefbps im a wog or should i say nut,0.09
6574,6575,1,    own team up with new mc  amp show what phillysuppophilly amp combat  ,0.0
